instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,success
2135,03/04/2011,2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144,FALSE
2136,03/04/2011,2,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,24,55,79,FALSE
2137,03/04/2011,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45,FALSE
2138,03/04/2011,2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36,FALSE
2139,03/04/2011,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,FALSE
2140,04/04/2011,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6,FALSE
2141,04/04/2011,2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,7,4,11,FALSE
2142,04/04/2011,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,1,1,2,FALSE
2143,04/04/2011,2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1,0,1,FALSE
2144,04/04/2011,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2,FALSE
2145,04/04/2011,2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7,FALSE
2146,04/04/2011,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,3,43,46,FALSE
2147,04/04/2011,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157,FALSE
2148,04/04/2011,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339,TRUE
2149,04/04/2011,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158,FALSE
2150,04/04/2011,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90,FALSE
2151,04/04/2011,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124,FALSE
2152,04/04/2011,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157,FALSE
2153,04/04/2011,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139,FALSE
2154,04/04/2011,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123,FALSE
2155,04/04/2011,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143,FALSE
2156,04/04/2011,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189,FALSE
2157,04/04/2011,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366,TRUE
2158,04/04/2011,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386,TRUE
2159,04/04/2011,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278,TRUE
2160,04/04/2011,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173,FALSE
2161,04/04/2011,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95,FALSE
2162,04/04/2011,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75,FALSE
2163,04/04/2011,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48,FALSE
2164,05/04/2011,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22,FALSE
2165,05/04/2011,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,FALSE
2166,05/04/2011,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5,FALSE
2167,05/04/2011,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4,FALSE
2168,05/04/2011,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2,FALSE
2169,05/04/2011,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5,FALSE
2170,05/04/2011,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,FALSE
2171,05/04/2011,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134,FALSE
2172,05/04/2011,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157,FALSE
2173,05/04/2011,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46,FALSE
2174,05/04/2011,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,FALSE
2175,05/04/2011,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19,FALSE
2176,05/04/2011,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38,FALSE
2177,05/04/2011,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56,FALSE
2178,05/04/2011,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76,FALSE
2179,05/04/2011,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68,FALSE
2180,05/04/2011,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130,FALSE
2181,05/04/2011,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273,TRUE
2182,05/04/2011,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267,TRUE
2183,05/04/2011,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160,FALSE
2184,05/04/2011,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91,FALSE
2185,05/04/2011,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,8,81,89,FALSE
2186,05/04/2011,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46,FALSE
2187,05/04/2011,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,3,23,26,FALSE
2188,06/04/2011,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15,FALSE
2189,06/04/2011,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,0,2,2,FALSE
2190,06/04/2011,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,0,5,5,FALSE
2191,06/04/2011,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4,FALSE
2192,06/04/2011,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,0,1,1,FALSE
2193,06/04/2011,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13,FALSE
2194,06/04/2011,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,4,52,56,FALSE
2195,06/04/2011,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,3,130,133,FALSE
2196,06/04/2011,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,17,308,325,TRUE
2197,06/04/2011,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165,FALSE
2198,06/04/2011,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69,FALSE
2199,06/04/2011,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,23,70,93,FALSE
2200,06/04/2011,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,22,112,134,FALSE
2201,06/04/2011,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,29,83,112,FALSE
2202,06/04/2011,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115,FALSE
2203,06/04/2011,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,34,83,117,FALSE
2204,06/04/2011,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,27,142,169,FALSE
2205,06/04/2011,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356,TRUE
2206,06/04/2011,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325,TRUE
2207,06/04/2011,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232,TRUE
2208,06/04/2011,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141,FALSE
2209,06/04/2011,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102,FALSE
2210,06/04/2011,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84,FALSE
2211,06/04/2011,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40,FALSE
2212,07/04/2011,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20,FALSE
2213,07/04/2011,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13,FALSE
2214,07/04/2011,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0,0,7,7,FALSE
2215,07/04/2011,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,3,FALSE
2216,07/04/2011,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1,FALSE
2217,07/04/2011,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6,FALSE
2218,07/04/2011,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,5,59,64,FALSE
2219,07/04/2011,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160,FALSE
2220,07/04/2011,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314,TRUE
2221,07/04/2011,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170,FALSE
2222,07/04/2011,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95,FALSE
2223,07/04/2011,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0,36,86,122,FALSE
2224,07/04/2011,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0,39,114,153,FALSE
2225,07/04/2011,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135,FALSE
2226,07/04/2011,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157,FALSE
2227,07/04/2011,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160,FALSE
2228,07/04/2011,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,52,161,213,TRUE
2229,07/04/2011,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343,TRUE
2230,07/04/2011,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333,TRUE
2231,07/04/2011,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226,TRUE
2232,07/04/2011,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203,TRUE
2233,07/04/2011,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108,FALSE
2234,07/04/2011,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,FALSE
2235,07/04/2011,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,FALSE
2236,08/04/2011,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25,FALSE
2237,08/04/2011,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9,FALSE
2238,08/04/2011,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13,FALSE
2239,08/04/2011,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1,FALSE
2240,08/04/2011,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1,FALSE
2241,08/04/2011,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9,FALSE
2242,08/04/2011,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0,2,33,35,FALSE
2243,08/04/2011,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113,FALSE
2244,08/04/2011,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221,TRUE
2245,08/04/2011,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185,FALSE
2246,08/04/2011,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73,FALSE
2247,08/04/2011,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98,FALSE
2248,08/04/2011,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80,FALSE
2249,08/04/2011,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,FALSE
2250,08/04/2011,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15,FALSE
2251,08/04/2011,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25,FALSE
2252,08/04/2011,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60,FALSE
2253,08/04/2011,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148,FALSE
2254,08/04/2011,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62,FALSE
2255,08/04/2011,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53,FALSE
2256,08/04/2011,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,FALSE
2257,08/04/2011,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,FALSE
2258,08/04/2011,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,FALSE
2259,08/04/2011,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,FALSE
2260,09/04/2011,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,FALSE
2261,09/04/2011,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,FALSE
2262,09/04/2011,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17,FALSE
2263,09/04/2011,2,0,4,3,0,6,0,3,0.3,0.2879,1,0.2537,3,11,14,FALSE
2264,09/04/2011,2,0,4,4,0,6,0,3,0.3,0.2727,1,0.2537,0,3,3,FALSE
2265,09/04/2011,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,FALSE
2266,09/04/2011,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,FALSE
2267,09/04/2011,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21,FALSE
2268,09/04/2011,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54,FALSE
2269,09/04/2011,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,FALSE
2270,09/04/2011,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133,FALSE
2271,09/04/2011,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0,51,91,142,FALSE
2272,09/04/2011,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202,TRUE
2273,09/04/2011,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0,114,108,222,TRUE
2274,09/04/2011,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212,TRUE
2275,09/04/2011,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0,85,116,201,TRUE
2276,09/04/2011,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0,73,118,191,TRUE
2277,09/04/2011,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257,TRUE
2278,09/04/2011,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177,FALSE
2279,09/04/2011,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130,FALSE
2280,09/04/2011,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93,FALSE
2281,09/04/2011,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75,FALSE
2282,09/04/2011,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87,FALSE
2283,09/04/2011,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,12,45,57,FALSE
2284,10/04/2011,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53,FALSE
2285,10/04/2011,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37,FALSE
2286,10/04/2011,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36,FALSE
2287,10/04/2011,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,FALSE
2288,10/04/2011,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5,FALSE
2289,10/04/2011,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,FALSE
2290,10/04/2011,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,FALSE
2291,10/04/2011,2,0,4,7,0,0,0,2,0.36,0.3636,1,0.0896,3,7,10,FALSE
2292,10/04/2011,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55,FALSE
2293,10/04/2011,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81,FALSE
2294,10/04/2011,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0,69,81,150,FALSE
2295,10/04/2011,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202,TRUE
2296,10/04/2011,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230,TRUE
2297,10/04/2011,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263,TRUE
2298,10/04/2011,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281,TRUE
2299,10/04/2011,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297,TRUE
2300,10/04/2011,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,TRUE
2301,10/04/2011,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236,TRUE
2302,10/04/2011,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,103,137,240,TRUE
2303,10/04/2011,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131,FALSE
2304,10/04/2011,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,FALSE
2305,10/04/2011,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95,FALSE
2306,10/04/2011,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57,FALSE
2307,10/04/2011,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32,FALSE
2308,11/04/2011,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23,FALSE
2309,11/04/2011,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,1,3,4,FALSE
2310,11/04/2011,2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,7,2,9,FALSE
2311,11/04/2011,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194,0,1,1,FALSE
2312,11/04/2011,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,1,12,13,FALSE
2313,11/04/2011,2,0,4,6,0,1,1,2,0.46,0.4545,1,0.2239,2,59,61,FALSE
2314,11/04/2011,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176,FALSE
2315,11/04/2011,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,28,286,314,TRUE
2316,11/04/2011,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,33,132,165,FALSE
2317,11/04/2011,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96,FALSE
2318,11/04/2011,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104,FALSE
2319,11/04/2011,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,37,97,134,FALSE
2320,11/04/2011,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,62,77,139,FALSE
2321,11/04/2011,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,60,85,145,FALSE
2322,11/04/2011,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,FALSE
2323,11/04/2011,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,73,162,235,TRUE
2324,11/04/2011,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,452,TRUE
2325,11/04/2011,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,93,290,383,TRUE
2326,11/04/2011,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284,TRUE
2327,11/04/2011,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,44,122,166,FALSE
2328,11/04/2011,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,39,119,158,FALSE
2329,11/04/2011,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91,FALSE
2330,11/04/2011,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0,16,38,54,FALSE
2331,12/04/2011,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,11,13,24,FALSE
2332,12/04/2011,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,6,7,13,FALSE
2333,12/04/2011,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14,FALSE
2334,12/04/2011,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,0,1,1,FALSE
2335,12/04/2011,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,4,2,6,FALSE
2336,12/04/2011,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,1,15,16,FALSE
2337,12/04/2011,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,3,55,58,FALSE
2338,12/04/2011,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,12,177,189,FALSE
2339,12/04/2011,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,15,211,226,TRUE
2340,12/04/2011,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,4,50,54,FALSE
2341,12/04/2011,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,6,34,40,FALSE
2342,12/04/2011,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,11,38,49,FALSE
2343,12/04/2011,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92,FALSE
2344,12/04/2011,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,22,84,106,FALSE
2345,12/04/2011,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,16,28,44,FALSE
2346,12/04/2011,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,24,54,78,FALSE
2347,12/04/2011,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,19,80,99,FALSE
2348,12/04/2011,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,29,262,291,TRUE
2349,12/04/2011,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,21,203,224,TRUE
2350,12/04/2011,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130,FALSE
2351,12/04/2011,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,FALSE
2352,12/04/2011,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,10,74,84,FALSE
2353,12/04/2011,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54,FALSE
2354,12/04/2011,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,FALSE
2355,13/04/2011,2,0,4,0,0,3,1,2,0.4,0.4091,1,0.2985,3,12,15,FALSE
2356,13/04/2011,2,0,4,1,0,3,1,2,0.4,0.4091,1,0.2985,0,1,1,FALSE
2357,13/04/2011,2,0,4,2,0,3,1,3,0.4,0.4091,1,0.2985,0,2,2,FALSE
2358,13/04/2011,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2,FALSE
2359,13/04/2011,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,1,2,3,FALSE
2360,13/04/2011,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,1,4,5,FALSE
2361,13/04/2011,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,1,33,34,FALSE
2362,13/04/2011,2,0,4,7,0,3,1,3,0.36,0.3485,1,0.2239,3,67,70,FALSE
2363,13/04/2011,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,6,158,164,FALSE
2364,13/04/2011,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65,FALSE
2365,13/04/2011,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46,FALSE
2366,13/04/2011,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,4,57,61,FALSE
2367,13/04/2011,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,12,83,95,FALSE
2368,13/04/2011,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,6,55,61,FALSE
2369,13/04/2011,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,FALSE
2370,13/04/2011,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,FALSE
2371,13/04/2011,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,FALSE
2372,13/04/2011,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,TRUE
2373,13/04/2011,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,TRUE
2374,13/04/2011,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,FALSE
2375,13/04/2011,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,FALSE
2376,13/04/2011,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,FALSE
2377,13/04/2011,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,FALSE
2378,13/04/2011,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,FALSE
2379,14/04/2011,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,FALSE
2380,14/04/2011,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,FALSE
2381,14/04/2011,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,FALSE
2382,14/04/2011,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,FALSE
2383,14/04/2011,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0,1,8,9,FALSE
2384,14/04/2011,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,FALSE
2385,14/04/2011,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,FALSE
2386,14/04/2011,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0,11,182,193,TRUE
2387,14/04/2011,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,TRUE
2388,14/04/2011,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,FALSE
2389,14/04/2011,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,FALSE
